2026-07-15 20:13:54 | INFO | BI | === RUN START ===
2026-07-15 20:13:55 | INFO | BI | ANALYST NOTES:
2026-07-15 20:13:55 | INFO | BI | Note any data quality issues.
2026-07-15 20:13:55 | INFO | BI | We will clean data later.
2026-07-15 20:13:55 | INFO | BI | ========================
2026-07-15 20:13:55 | INFO | BI | CALL a function to show charts........
2026-07-15 20:14:42 | INFO | BI | Workflow complete
2026-07-15 20:14:42 | INFO | BI | CLOSE chart windows to continue.
2026-07-15 20:14:42 | INFO | BI | Terminate this process with CTRL+c as needed.
2026-07-15 20:14:42 | INFO | BI | ========================
2026-07-15 20:14:42 | INFO | BI | Executed successfully!
2026-07-15 20:14:42 | INFO | BI | ========================
2026-07-17 18:02:02 | INFO | BI | === RUN START ===
2026-07-17 18:02:02 | INFO | BI | project=BI
2026-07-17 18:02:02 | INFO | BI | repo_dir=bintel-03-cleaning
2026-07-17 18:02:02 | INFO | BI | python=3.14.6
2026-07-17 18:02:02 | INFO | BI | os=Windows 11
2026-07-17 18:02:02 | INFO | BI | shell=powershell
2026-07-17 18:02:02 | INFO | BI | cwd=.
2026-07-17 18:02:02 | INFO | BI | github_actions=False
2026-07-17 18:02:02 | INFO | BI | ========================
2026-07-17 18:02:02 | INFO | BI | START main()
2026-07-17 18:02:02 | INFO | BI | ========================
2026-07-17 18:02:02 | INFO | BI | Raw data:  = data\raw
2026-07-17 18:02:02 | INFO | BI | Customers: = data\raw\customers_data.csv
2026-07-17 18:02:02 | INFO | BI | Products:  = data\raw\products_data.csv
2026-07-17 18:02:02 | INFO | BI | Sales:     = data\raw\sales_data.csv
2026-07-17 18:02:02 | INFO | BI | CALL a function to load each dataset.............
2026-07-17 18:02:02 | INFO | BI | Loading customers from data\raw\customers_data.csv
2026-07-17 18:02:02 | INFO | BI | Loaded: 201 rows, 6 columns
2026-07-17 18:02:02 | INFO | BI | Loading products from data\raw\products_data.csv
2026-07-17 18:02:02 | INFO | BI | Loaded: 100 rows, 6 columns
2026-07-17 18:02:02 | INFO | BI | Loading sales from data\raw\sales_data.csv
2026-07-17 18:02:02 | INFO | BI | Loaded: 2400 rows, 9 columns
2026-07-17 18:02:02 | INFO | BI | CALL a function to get sales by region........
2026-07-17 18:02:02 | INFO | BI | Aggregating sales by region
2026-07-17 18:02:02 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-17 18:03:11 | INFO | BI | CALL a function to plot sales by region........
2026-07-17 18:03:11 | INFO | BI | Creating chart: Total Sales by Region
2026-07-17 18:03:43 | INFO | BI | === RUN START ===
2026-07-17 18:03:43 | INFO | BI | project=BI
2026-07-17 18:03:43 | INFO | BI | repo_dir=bintel-03-cleaning
2026-07-17 18:03:43 | INFO | BI | python=3.14.6
2026-07-17 18:03:43 | INFO | BI | os=Windows 11
2026-07-17 18:03:43 | INFO | BI | shell=powershell
2026-07-17 18:03:43 | INFO | BI | cwd=.
2026-07-17 18:03:43 | INFO | BI | github_actions=False
2026-07-17 18:03:43 | INFO | BI | ========================
2026-07-17 18:03:43 | INFO | BI | START main()
2026-07-17 18:03:43 | INFO | BI | ========================
2026-07-17 18:03:43 | INFO | BI | Raw data:  = data\raw
2026-07-17 18:03:43 | INFO | BI | Customers: = data\raw\customers_data.csv
2026-07-17 18:03:43 | INFO | BI | Products:  = data\raw\products_data.csv
2026-07-17 18:03:43 | INFO | BI | Sales:     = data\raw\sales_data.csv
2026-07-17 18:03:43 | INFO | BI | CALL a function to load each dataset.............
2026-07-17 18:03:43 | INFO | BI | Loading customers from data\raw\customers_data.csv
2026-07-17 18:03:43 | INFO | BI | Loaded: 201 rows, 6 columns
2026-07-17 18:03:43 | INFO | BI | Loading products from data\raw\products_data.csv
2026-07-17 18:03:43 | INFO | BI | Loaded: 100 rows, 6 columns
2026-07-17 18:03:43 | INFO | BI | Loading sales from data\raw\sales_data.csv
2026-07-17 18:03:43 | INFO | BI | Loaded: 2400 rows, 9 columns
2026-07-17 18:03:43 | INFO | BI | CALL a function to get sales by region........
2026-07-17 18:03:43 | INFO | BI | Aggregating sales by region
2026-07-17 18:03:43 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-17 18:06:59 | INFO | BI | === RUN START ===
2026-07-17 18:06:59 | INFO | BI | project=BI
2026-07-17 18:06:59 | INFO | BI | repo_dir=bintel-03-cleaning
2026-07-17 18:06:59 | INFO | BI | python=3.14.6
2026-07-17 18:06:59 | INFO | BI | os=Windows 11
2026-07-17 18:06:59 | INFO | BI | shell=powershell
2026-07-17 18:06:59 | INFO | BI | cwd=.
2026-07-17 18:06:59 | INFO | BI | github_actions=False
2026-07-17 18:06:59 | INFO | BI | ========================
2026-07-17 18:06:59 | INFO | BI | START main()
2026-07-17 18:06:59 | INFO | BI | ========================
2026-07-17 18:06:59 | INFO | BI | Raw data:  = data\raw
2026-07-17 18:06:59 | INFO | BI | Customers: = data\raw\customers_data.csv
2026-07-17 18:06:59 | INFO | BI | Products:  = data\raw\products_data.csv
2026-07-17 18:06:59 | INFO | BI | Sales:     = data\raw\sales_data.csv
2026-07-17 18:06:59 | INFO | BI | CALL a function to load each dataset.............
2026-07-17 18:06:59 | INFO | BI | Loading customers from data\raw\customers_data.csv
2026-07-17 18:06:59 | INFO | BI | Loaded: 201 rows, 6 columns
2026-07-17 18:06:59 | INFO | BI | Loading products from data\raw\products_data.csv
2026-07-17 18:06:59 | INFO | BI | Loaded: 100 rows, 6 columns
2026-07-17 18:06:59 | INFO | BI | Loading sales from data\raw\sales_data.csv
2026-07-17 18:06:59 | INFO | BI | Loaded: 2400 rows, 9 columns
2026-07-17 18:06:59 | INFO | BI | CALL a function to get sales by region........
2026-07-17 18:06:59 | INFO | BI | Aggregating sales by region
2026-07-17 18:06:59 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-17 18:07:09 | INFO | BI | CALL a function to plot sales by region........
2026-07-17 18:07:09 | INFO | BI | Creating chart: Total Sales by Region
2026-07-17 18:14:17 | INFO | BI | === RUN START ===
2026-07-17 18:14:17 | INFO | BI | project=BI
2026-07-17 18:14:17 | INFO | BI | repo_dir=bintel-03-cleaning
2026-07-17 18:14:17 | INFO | BI | python=3.14.6
2026-07-17 18:14:17 | INFO | BI | os=Windows 11
2026-07-17 18:14:17 | INFO | BI | shell=powershell
2026-07-17 18:14:17 | INFO | BI | cwd=.
2026-07-17 18:14:17 | INFO | BI | github_actions=False
2026-07-17 18:14:17 | INFO | BI | ========================
2026-07-17 18:14:17 | INFO | BI | START main()
2026-07-17 18:14:17 | INFO | BI | ========================
2026-07-17 18:14:17 | INFO | BI | Raw data:  = data\raw
2026-07-17 18:14:17 | INFO | BI | Customers: = data\raw\customers_data.csv
2026-07-17 18:14:17 | INFO | BI | Products:  = data\raw\products_data.csv
2026-07-17 18:14:17 | INFO | BI | Sales:     = data\raw\sales_data.csv
2026-07-17 18:14:17 | INFO | BI | CALL a function to load each dataset.............
2026-07-17 18:14:17 | INFO | BI | Loading customers from data\raw\customers_data.csv
2026-07-17 18:14:17 | INFO | BI | Loaded: 201 rows, 6 columns
2026-07-17 18:14:17 | INFO | BI | Loading products from data\raw\products_data.csv
2026-07-17 18:14:17 | INFO | BI | Loaded: 100 rows, 6 columns
2026-07-17 18:14:17 | INFO | BI | Loading sales from data\raw\sales_data.csv
2026-07-17 18:14:17 | INFO | BI | Loaded: 2400 rows, 9 columns
2026-07-17 18:14:17 | INFO | BI | CALL a function to get sales by region........
2026-07-17 18:14:17 | INFO | BI | Aggregating sales by region
2026-07-17 18:14:17 | INFO | BI |   Top region: East ($1,234,686.51)
2026-07-17 18:14:17 | INFO | BI | Returning DataFrame with total sales by region
2026-07-17 18:14:17 | INFO | BI | CALL a function to plot sales by region........
2026-07-17 18:14:17 | INFO | BI | Creating chart: Total Sales by Region
2026-07-17 18:14:18 | INFO | BI | CALL a function to get sales by product category........
2026-07-17 18:14:18 | INFO | BI | Aggregating sales by product category
2026-07-17 18:14:18 | INFO | BI |   Top category: Office ($1,420,376.39)
2026-07-17 18:14:18 | INFO | BI | CALL a function to plot sales by product category........
2026-07-17 18:14:18 | INFO | BI | Creating chart: Total Sales by Product Category
2026-07-17 18:14:18 | INFO | BI | CALL a function to summarize the datasets........
2026-07-17 18:14:18 | INFO | BI | ========================
2026-07-17 18:14:18 | INFO | BI | SUMMARY
2026-07-17 18:14:18 | INFO | BI | ========================
2026-07-17 18:14:18 | INFO | BI | Customers:  201 rows, 6 columns
2026-07-17 18:14:18 | INFO | BI | Products:   100 rows, 6 columns
2026-07-17 18:14:18 | INFO | BI | Sales:      2400 rows, 9 columns
2026-07-17 18:14:18 | INFO | BI | ========================
2026-07-17 18:14:18 | INFO | BI | ANALYST NOTES:
2026-07-17 18:14:18 | INFO | BI | Note any data quality issues.
2026-07-17 18:14:18 | INFO | BI | We will clean data later.
2026-07-17 18:14:18 | INFO | BI | ========================
2026-07-17 18:14:18 | INFO | BI | CALL a function to show charts........
2026-07-17 18:16:00 | INFO | BI | Workflow complete
2026-07-17 18:16:00 | INFO | BI | CLOSE chart windows to continue.
2026-07-17 18:16:00 | INFO | BI | Terminate this process with CTRL+c as needed.
2026-07-17 18:16:00 | INFO | BI | ========================
2026-07-17 18:16:00 | INFO | BI | Executed successfully!
2026-07-17 18:16:00 | INFO | BI | ========================
